matrix_id	gene	species	unique_gene_id
M175_0.6.txt	RBM38	Homo_sapiens	RBM38_3
M238_0.6.txt	RBM38	Homo_sapiens	RBM38_4
M240_0.6.txt	RBM38	Homo_sapiens	RBM38_5
M040_0.6.txt	MSI1	Homo_sapiens	MSI1_1
M167_0.6.txt	MSI1	Homo_sapiens	MSI1_2
M236_0.6.txt	SYNCRIP	Homo_sapiens	SYNCRIP_1
M242_0.6.txt	SYNCRIP	Homo_sapiens	SYNCRIP_2
M243_0.6.txt	SYNCRIP	Homo_sapiens	SYNCRIP_3
M022_0.6.txt	HNRNPA1	Homo_sapiens	HNRNPA1_1
M271_0.6.txt	HNRNPA1	Homo_sapiens	HNRNPA1_2
M102_0.6.txt	SRSF1	Homo_sapiens	SRSF1_1
M103_0.6.txt	SRSF1	Homo_sapiens	SRSF1_2
M104_0.6.txt	SRSF1	Homo_sapiens	SRSF1_3
M105_0.6.txt	SRSF1	Homo_sapiens	SRSF1_4
M106_0.6.txt	SRSF1	Homo_sapiens	SRSF1_5
M154_0.6.txt	SRSF1	Homo_sapiens	SRSF1_6
M272_0.6.txt	SRSF1	Homo_sapiens	SRSF1_7
M273_0.6.txt	SRSF1	Homo_sapiens	SRSF1_8
M351_0.6.txt	SRSF1	Homo_sapiens	SRSF1_9
M012_0.6.txt	CPEB2	Homo_sapiens	CPEB2_1
M021_0.6.txt	G3BP2	Homo_sapiens	G3BP2_1
M023_0.6.txt	HNRNPA1L2	Homo_sapiens	HNRNPA1L2_1
M178_0.6.txt	BRUNOL6	Homo_sapiens	BRUNOL6_1
M195_0.6.txt	SF3B4	Homo_sapiens	SF3B4_1
M201_0.6.txt	SF3B4	Homo_sapiens	SF3B4_2
M205_0.6.txt	SF3B4	Homo_sapiens	SF3B4_3
M261_0.6.txt	SF3B4	Homo_sapiens	SF3B4_4
M169_0.6.txt	hnRNPLL	Homo_sapiens	hnRNPLL_1
M055_0.6.txt	RBMS3	Homo_sapiens	RBMS3_1
M164_0.6.txt	RBMS3	Homo_sapiens	RBMS3_2
M307_0.6.txt	NONO	Homo_sapiens	NONO_1
M344_0.6.txt	RBMX	Homo_sapiens	RBMX_1
M001_0.6.txt	A1CF	Homo_sapiens	A1CF_1
M044_0.6.txt	PPRC1	Homo_sapiens	PPRC1_1
M073_0.6.txt	STAR-PAP	Homo_sapiens	STAR-PAP_1
M144_0.6.txt	PABPC3	Homo_sapiens	PABPC3_1
M052_0.6.txt	RBM46	Homo_sapiens	RBM46_1
M210_0.6.txt	HNRPDL	Homo_sapiens	HNRPDL_1
M143_0.6.txt	RBMS1	Homo_sapiens	RBMS1_1
M040_0.6.txt	MSI2	Homo_sapiens	MSI2_1
M167_0.6.txt	MSI2	Homo_sapiens	MSI2_2
M019_0.6.txt	SRSF12	Homo_sapiens	SRSF12_1
M086_0.6.txt	SRSF12	Homo_sapiens	SRSF12_2
M087_0.6.txt	SRSF12	Homo_sapiens	SRSF12_3
M088_0.6.txt	SRSF12	Homo_sapiens	SRSF12_4
M209_0.6.txt	RBM45	Homo_sapiens	RBM45_1
M004_0.6.txt	CELF3	Homo_sapiens	CELF3_1
M079_0.6.txt	CELF3	Homo_sapiens	CELF3_2
M157_0.6.txt	CELF3	Homo_sapiens	CELF3_3
M178_0.6.txt	CELF3	Homo_sapiens	CELF3_4
M229_0.6.txt	CELF3	Homo_sapiens	CELF3_5
M157_0.6.txt	BRUNOL5	Homo_sapiens	BRUNOL5_1
M070_0.6.txt	SRSF2	Homo_sapiens	SRSF2_1
M274_0.6.txt	SRSF2	Homo_sapiens	SRSF2_2
M332_0.6.txt	SRSF2	Homo_sapiens	SRSF2_3
M352_0.6.txt	SRSF2	Homo_sapiens	SRSF2_4
M052_0.6.txt	RBM47	Homo_sapiens	RBM47_1
M234_0.6.txt	RBM47	Homo_sapiens	RBM47_2
M235_0.6.txt	RBM47	Homo_sapiens	RBM47_3
M140_0.6.txt	ENOX2	Homo_sapiens	ENOX2_1
M017_0.6.txt	RBFOX3	Homo_sapiens	RBFOX3_1
M118_0.6.txt	RBFOX3	Homo_sapiens	RBFOX3_2
M159_0.6.txt	RBFOX3	Homo_sapiens	RBFOX3_3
M297_0.6.txt	RBFOX3	Homo_sapiens	RBFOX3_4
M298_0.6.txt	RBFOX3	Homo_sapiens	RBFOX3_5
M151_0.6.txt	HNRNPH1	Homo_sapiens	HNRNPH1_1
M246_0.6.txt	RBMY1F	Homo_sapiens	RBMY1F_1
M247_0.6.txt	RBMY1F	Homo_sapiens	RBMY1F_2
M344_0.6.txt	RBMY1F	Homo_sapiens	RBMY1F_3
M151_0.6.txt	HNRNPF	Homo_sapiens	HNRNPF_1
M022_0.6.txt	HNRNPA3	Homo_sapiens	HNRNPA3_1
M023_0.6.txt	HNRNPA3	Homo_sapiens	HNRNPA3_2
M024_0.6.txt	HNRNPA3	Homo_sapiens	HNRNPA3_3
M271_0.6.txt	HNRNPA3	Homo_sapiens	HNRNPA3_4
M246_0.6.txt	RBMXL2	Homo_sapiens	RBMXL2_1
M247_0.6.txt	RBMXL2	Homo_sapiens	RBMXL2_2
M344_0.6.txt	RBMXL2	Homo_sapiens	RBMXL2_3
M162_0.6.txt	PABPC5	Homo_sapiens	PABPC5_1
M246_0.6.txt	RBMXL3	Homo_sapiens	RBMXL3_1
M247_0.6.txt	RBMXL3	Homo_sapiens	RBMXL3_2
M344_0.6.txt	RBMXL3	Homo_sapiens	RBMXL3_3
M158_0.6.txt	HNRNPCL1	Homo_sapiens	HNRNPCL1_1
M070_0.6.txt	ENSG00000180771	Homo_sapiens	ENSG00000180771_1
M274_0.6.txt	ENSG00000180771	Homo_sapiens	ENSG00000180771_2
M332_0.6.txt	ENSG00000180771	Homo_sapiens	ENSG00000180771_3
M352_0.6.txt	ENSG00000180771	Homo_sapiens	ENSG00000180771_4
M019_0.6.txt	Fusip1	Homo_sapiens	Fusip1_1
M086_0.6.txt	Fusip1	Homo_sapiens	Fusip1_2
M087_0.6.txt	Fusip1	Homo_sapiens	Fusip1_3
M088_0.6.txt	Fusip1	Homo_sapiens	Fusip1_4
M031_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_1
M108_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_2
M112_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_3
M124_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_4
M127_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_5
M232_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_6
M328_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_7
M329_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_8
M330_0.6.txt	ELAVL3	Homo_sapiens	ELAVL3_9
M148_0.6.txt	PABPN1L	Homo_sapiens	PABPN1L_1
M055_0.6.txt	ENSG00000213250	Homo_sapiens	ENSG00000213250_1
M143_0.6.txt	ENSG00000213250	Homo_sapiens	ENSG00000213250_2
M164_0.6.txt	ENSG00000213250	Homo_sapiens	ENSG00000213250_3
M246_0.6.txt	RBMXL1	Homo_sapiens	RBMXL1_1
M247_0.6.txt	RBMXL1	Homo_sapiens	RBMXL1_2
M344_0.6.txt	RBMXL1	Homo_sapiens	RBMXL1_3
M027_0.6.txt	ENSG00000215042	Homo_sapiens	ENSG00000215042_1
M089_0.6.txt	ENSG00000215042	Homo_sapiens	ENSG00000215042_2
M022_0.6.txt	ENSG00000215492	Homo_sapiens	ENSG00000215492_1
M023_0.6.txt	ENSG00000215492	Homo_sapiens	ENSG00000215492_2
M024_0.6.txt	ENSG00000215492	Homo_sapiens	ENSG00000215492_3
M271_0.6.txt	ENSG00000215492	Homo_sapiens	ENSG00000215492_4
M019_0.6.txt	BX511012.1	Homo_sapiens	BX511012.1_1
M086_0.6.txt	BX511012.1	Homo_sapiens	BX511012.1_2
M087_0.6.txt	BX511012.1	Homo_sapiens	BX511012.1_3
M088_0.6.txt	BX511012.1	Homo_sapiens	BX511012.1_4
M246_0.6.txt	RBMY1J	Homo_sapiens	RBMY1J_1
M247_0.6.txt	RBMY1J	Homo_sapiens	RBMY1J_2
M344_0.6.txt	RBMY1J	Homo_sapiens	RBMY1J_3
M022_0.6.txt	ENSG00000231942	Homo_sapiens	ENSG00000231942_1
M023_0.6.txt	ENSG00000231942	Homo_sapiens	ENSG00000231942_2
M271_0.6.txt	ENSG00000231942	Homo_sapiens	ENSG00000231942_3
M246_0.6.txt	RBMY1A1	Homo_sapiens	RBMY1A1_1
M247_0.6.txt	RBMY1A1	Homo_sapiens	RBMY1A1_2
M050_0.6.txt	RBM4	Homo_sapiens	RBM4_3
M109_0.6.txt	RBM4	Homo_sapiens	RBM4_4
M246_0.6.txt	RBMY1E	Homo_sapiens	RBMY1E_1
M247_0.6.txt	RBMY1E	Homo_sapiens	RBMY1E_2
M344_0.6.txt	RBMY1E	Homo_sapiens	RBMY1E_3
M246_0.6.txt	RBMY1B	Homo_sapiens	RBMY1B_1
M247_0.6.txt	RBMY1B	Homo_sapiens	RBMY1B_2
M344_0.6.txt	RBMY1B	Homo_sapiens	RBMY1B_3
M246_0.6.txt	RBMY1D	Homo_sapiens	RBMY1D_1
M247_0.6.txt	RBMY1D	Homo_sapiens	RBMY1D_2
M344_0.6.txt	RBMY1D	Homo_sapiens	RBMY1D_3
M042_0.6.txt	ENSG00000250177	Homo_sapiens	ENSG00000250177_1
M146_0.6.txt	ENSG00000250177	Homo_sapiens	ENSG00000250177_2
M275_0.6.txt	ENSG00000250177	Homo_sapiens	ENSG00000250177_3
M349_0.6.txt	ENSG00000250177	Homo_sapiens	ENSG00000250177_4
M231_0.6.txt	EIF2S1	Homo_sapiens	EIF2S1_1
M061_0.6.txt	SAMD4A	Homo_sapiens	SAMD4A_1
M061_0.6.txt	SAMD4B	Homo_sapiens	SAMD4B_1
M256_0.6.txt	ACO1	Homo_sapiens	ACO1_1
M354_0.6.txt	YTHDC1	Homo_sapiens	YTHDC1_1
