-23.53515625	-22.2900390625	-21.875	-21.875	-21.875	SRSF9	EIF4B	MBNL3	MBNL2	MBNL1
-39.05029296875	-35.101318359375	-35.101318359375	-33.673095703125	-33.673095703125	SF3B4	ELAVL1	ELAVL3	ELAVL1	ELAVL3
-42.1875	-42.1875	-38.397216796875	-38.397216796875	-31.964111328125	FUS	TAF15	SAMD4A	SAMD4B	LIN28A
-42.1875	-42.1875	-29.052734375	-29.052734375	-29.052734375	FUS	TAF15	HNRNPA1	HNRNPA3	ENSG00000215492
-27.13623046875	-27.13623046875	-27.13623046875	-26.3671875	-26.3671875	RBMS2	RBMS1	ENSG00000213250	PABPC1	PABPC1L
-37.5	-34.771728515625	-32.62939453125	-32.62939453125	-31.640625	EIF4B	G3BP2	LIN28A	LIN28B	NONO
-32.8125	-28.3447265625	-24.151611328125	-21.09375	-21.09375	EIF4B	FMR1	EIF4B	RBMY1F	RBMXL2
-21.44775390625	-21.44775390625	-21.112060546875	-17.742919921875	-17.61474609375	PCBP4	PCBP3	SRSF3	PABPC5	PCBP4
-41.015625	-41.015625	-41.015625	-41.015625	-41.015625	RBMX	RBMY1F	RBMXL2	RBMXL3	RBMXL1
-22.412109375	-22.412109375	-15.771484375	-15.771484375	-14.7216796875	PABPC1L	PABPC3	PCBP4	PCBP3	HNRNPL
-38.58642578125	-38.58642578125	-36.004638671875	-36.004638671875	-35.760498046875	BRUNOL4	CELF3	CELF3	BRUNOL5	RBM38
